,business_name,response_text
121,מקור הפרי והירק,"{'displayName': 'מקור הפרי והירק', 'primaryType': 'food_store', 'biz_reviews': [""Disgusting goods at exorbitant prices.\nI bought cauliflower about three days ago for NIS 20 per unit (they don't sell by weight but by unit which is absurd, the smallest or largest is 20 NIS and this is misleading).  The cauliflower is full of mold, flies and worms, completely rotten.\nSaves you the picture"", ""I happened to be passing by Achuza Street in Ra'anana and saw the Tana HaFrey vegetable store, I asked the nice seller if they have a website and they make deliveries to Ra'anana, he answered in the affirmative.\nToday on 12.04.2022 I made a shipment of vegetables and they arrived today! Fast delivery, vegetables of the best, hard, strong, with muscles, beautiful vegetables, fresh and sweet, and most importantly very clean, I came to write a review for them and saw a score of 4.7 friends, it's not just 4.7 the surfers vote with their hands, and when the service is good and of high quality and the vegetables that come to you are of good quality and then What wonder the score is like that.\n\nAfter one of the worst shopping experiences in the supermarket chains that chose rotten vegetables for me, really rotten and disgusting, I switched to regular orders at Tana Heferi, the price is really great, and it would be good if they put a checkout on the website, it would make the purchase process easier even though cash is also great. All in all, an inexpensive price for a quality product. worth fire!\n\nThank you very much from the bottom of my heart,\ngreetings,\nBarak Barkai."", 'displayed incorrect prices. Lucky I noticed at the checkout.\nThe law obliges to give the written price in such a case, but the law does not interest them, nor the deception of the buyers.', ""Expensive! 23 shekels for a chestnut pumpkin? Divide the mind\n\nEdit: The kind owner responded that I'm messing up, even though that's exactly the price he was asking for, only there's no written price and you can't take pictures here. What is true is that today the price is already 4.9 per kilo in the Birkens near Beherzl and with him we hear that it is 18.9. Will be beaming!"", 'Vegetable store with a large and varied selection.\nThe goods are high quality and fresh.\nThe prices are absolutely reasonable, more expensive than the supermarkets but not sky high, certainly if you compare the quality of the goods.\nrecommended'], 'business_name': 'מקור הפרי והירק'}"
122,מינימרקט עד חצות,"{'displayName': 'עד חצות', 'primaryType': 'grocery_store', 'biz_reviews': ['The owner of the grocery store physically attacked me because I was walking around with a small dog, she pushed me and left scratches on my hands, shame that an older woman behaves like that.', ""A mini market that is a pleasure to buy from. Warm personal treatment, very nice people. cheap. Everything is clean and tidy. I don't live in the area but every time I work in the area I will only shop at this place. Highly recommended"", 'A grocery store that has everything, including deliveries. Very nice people.', 'Great grocery store, warm attitude...Tzachi takes care of everything, open until 11 at night, you should...', 'Courteous service and excellent selection'], 'business_name': 'מינימרקט עד חצות'}"
123,"19, RUE DE BI~ALIEXPRESS.COM","{'displayName': 'Aliexpress pickup', 'primaryType': 'MISSING', 'biz_reviews': ['disrespectful - never use aliexpress', ""To collect my package, I received a single 8-digit code (2 sets of 4) except the storage cabinet only requires 6!\nThe support phone number on the device leads to an English-speaking machine that appears to have nothing to do with the subject...\nIt didn't look good to collect my package!\nAfter a lot of research, I learned that I had to try it by entering only the first 3 and last 3 digits of the code received by SMS and as incredible as it was, it worked.\nGood to know if this mishap happens to others besides me!""], 'business_name': '19, RUE DE BI~ALIEXPRESS.COM'}"
124,א.מ חומוס רמת גן,"{'displayName': 'חומוס האחים רמת גן', 'primaryType': 'restaurant', 'biz_reviews': ['Feels industrial. Better alternatives around.', 'Not the best hummus ever, but OK for local place. For me it was not spicy enough...', ""Best hummus ever. Great variety: classic, triple, musabaha, falafel, salad. Very fresh, portions are generous, good service. Can't be any better."", ""Overall it's a nice hummus with various topping options. You can only sit outside though"", 'The hummus is good but the line is always too long.'], 'business_name': 'א.מ חומוס רמת גן'}"
125,אטליז פרימדונה,"{'displayName': 'פרימדונה-סופר טרי וזול', 'primaryType': 'supermarket', 'biz_reviews': ['The butcher here tried to scam us.\n\nI gave a family member a list of stuff to buy.\nThe butcher tried to give us the wrong things and basically the priciest things he could find. When it felt off because of the absurd price, he said to trust him and he knows exactly the things that are on the list.\n\nHe tried to give us a prime steak that costs 3 times what I was actually looking for.\n\nIn addition he sold us bone marrow instead of another thing we where looking for. That costs us 6 times more than the actual product!\n\nThis is the most disgusting thing I have ever encountered in a supermarket, and I genuinely hope he will be fired for his behavior.', 'Good place', 'Regular shop but with best fruits in the area', 'Best supermarket around. Excellent fruits and vegetables. Good prices.', 'Super market good for quality vegetables and daily products'], 'business_name': 'אטליז פרימדונה'}"
126,בנדיקט פארק הירקון,"{'displayName': 'Benedict Picnic Park', 'primaryType': 'breakfast_restaurant', 'biz_reviews': ['This is an outdoor cafe in a lovely spot in HaYarkon Park. They offer online take-out orders, which they say will be ready within 30 minutes. We arrived to pick up our order and discovered that they had not started preparing it, which meant over 20 minutes wait. Only at the end of that wait were we informed that one of the dishes we had ordered was not available (meaning we would have had to wait again to order a substitute.) To top it off - they got our drinks order wrong. Beautiful setting, lots of potential, terrible delivery.', 'Very nice kiosk in the middle of the park, ate here after doing a stroll and a photoshoot on the trail leading to it from inside the forest to the big Lake to the other trails there is 🌴💕, took me a nice big and crispy burekas with a latte and was extremely good and cheap for a traveler! 🙏❤ would come here again when I stroll around the park! Very friendly staff too and a plug station for charging!!', 'It\'s funny that in the largest and most popular park in the center of country there are only ""one and a half eateries"". One is ""half dead"", and this one. And I am very glad that such a surprising lack of competition in such a place has not affected the quality of what it offers to its customers. The exterior is quite simple, I would suggest them to improve it a bit, but there are so many places in Israel with such a ""simple"" approach to decoration and convenience :( ...The variety of food is just ok. Not bad, not good, but just ok. But the prices and taste of the food is quite good.\nAnd most of all, my wife and I liked the main feature of this place. It extremely fits to that place(a large park): ""picnic sets"". My wife and I thought about just trying something to eat, not hoping for anything special, but we were very pleasantly surprised in the end. For 200 shekels, we got a box with quite good different fillings and another one with ... well, in general, you can see it on the photos. Salads, on big and two smaller with different tastes, buns, sauces, pancake, juices. It was set for two. we ate it there, and took the second box home for dinner, so we can say that you can buy it for two meals. As for a picnic snack, it is quite suitable.', '249 shekels for a picnic-style breakfast, not even coffee included.\nWe ate our fill, but breakfast is given to you in a large cardboard box. And if you want to take an eco-basket and a blanket, then it costs another 40 shekels!  Why not take a deposit and give a basket for free for an hour?\nThis is a very Israeli place: a lot of food with a bun, very expensive, a lot of people.\nRegular Benedict is 1000 times better.  The idea is good, but the execution is sad. ""There are no competitors in the area, so we won\'t even try.""', ""The food was very tasty, but the wait time quite bad. We ordered and got an estimation of 12:20. Went there on time, they told us that it'll be ready only at 12:30, got back and they told us again to return at 12:45.\nCome here only if you have plenty of time and are not in a rush""], 'business_name': 'בנדיקט פארק הירקון'}"
127,CARREFOUR MARKET אוא,"{'displayName': 'קרפור מרקט - לה גוורדיה, תל אביב', 'primaryType': 'supermarket', 'biz_reviews': ['Prices are ridiculously high and the service is awful.\n\nEvery single time I went there, the staff continuously left the cash registers with people waiting in line. And to make matters worse, the automatic cash registers are always turned off.\n\nSave your time and your money and go elsewhere.', 'I have never come across such unfriendly unhelpfully uncompittent supermarket.I was disgusted the way they treat clients no respect.With my money I can shop wherever I want !!!!Suggest you close the whole place down and start a new.Where have you seen such service.Hope you take this to heart', 'This very old, former Mega, supermarket is never going to come right and that\'s because of the extremely low level of its staffing, extremely bad management and absolutely low strategy to modernise it. It\'s been through 4 name changes, but is beyond help. They don\'t train staff, and you can always tell management attitudes by the attitudes of the staff. From the moment you walk in and then out again, it\'s pure horror, as is the dreadful layout, lack of cashiers, just 2 self-service tills and half the products weren\'t recognized, causing huge delays for assistance. Nothing was working on my last visit. No prices for half the foods, the customer ""service"" section is more like customer Contempt and deli sections are dead slow. You can rename these old ""Co-op/Mega"" stores 50 times but nothing will inject life into the lifeless lot that work there.', 'After reading some reviews here online I decided to check it out by myself and all I can say is that I came depressed outside. Cashiers were yelling at customers and we were not felt appreciated by the shop if you dont speak their language. A local helpful lady saw our depressed faces and offered us help at the selfscan so we could get out this shop asap. Waiting lines were terrible..', ""Okay store with most stock you'd need for pretty much anything food and cleaning related, only one cashier and the bakery isn't that 'wow'. A lot of sales by the franchise that aren't mentioned anywhere in the store, yet are included in the final cheque.""], 'business_name': 'CARREFOUR MARKET אוא'}"
128,קפה עלמה,"{'displayName': 'קפה עלמה נוה צדק Café Alma neve Tzedek Tel Aviv', 'primaryType': 'restaurant', 'biz_reviews': ['It was our first time in Alma cafe, and it was a bit disappointing. We ordered vegan breakfast for too which included lots of things in it and looked super promising. Food was okay, coffee was way below average 😔 they brought us orange juice 🧃 that was not a fresh juice as was said in menu, but waiter was nice enough to change it for carrot as that’s the only juice they squeeze freshly in here (would be nice if he would say it in advance). At the end it was written in Hebrew description of breakfast “konfitoriat tut”, that was missing in English version of menu, when we asked for it we got bread and Nutella..in vegan breakfast.. I mean, not a big deal but small things like that make big difference in an overall impression from a place\nAtmosphere was rather cold and music on a second floor sounds just like a noise coz of a speaker, maybe it’s nicer to sit outside but not on a hot summer day like now.', 'Nice and polite waitress.\nVery rude and unprofessional manager.\nRude treatment to costumers anf very aggressive to the waitresses in front of the costumers.\nWe will not come back, the manager has a long way to be professional and learn what is warm hospitality to clients.\nOne more thing, it is minimum requirement to have a fresh salad in breakfast and not 3 hours old', 'I had the most lovely meal here! As an American visiting with my Israeli friend, the staff was super kind and helpful in helping me identify vegan options and the food was SOOO yummy! One of my favorite meals I’ve had in Tel Aviv. The manager even said hi to me at the end and made sure everything was good. Highly recommend this restaurant for a truly authentic “Israeli” experience, start to finish!', 'Go for the Shakshuka and stay for the warm cookie with ice cream.\nOur daughter had the avo toast and then ordered a second.  She said it was the best she has ever had.\nThe service was great, the place is charming but the brunch is AMAZING.\nIt made me want to live in the neighborhood so this could be our place for Sunday brunch.', 'Nice breakfast and a cosy place to sit outside. We visit the cafe twice in our short vocation and had the breakfast for two for 145 shekel. It includes coffee and juice which is a good deal. The other day we had shakshuka which was also delicious.'], 'business_name': 'קפה עלמה'}"
129,חצר גולדמן,"{'displayName': 'Goldman Court', 'primaryType': 'restaurant', 'biz_reviews': [""I'll start with the service , the service was horrible but the staff was nice .... first we were asked about ordering appetizers we ordered few appetizers and the massets, but the waitress didn't take our order for main dishes , only after we finished the appetizers we ordered the main dishes ...that made us wait like 30 min  until the means came...\nIf we needed a waitress, we had to search for one for a good few minutes each time.\n\nThe food:\nThe food was bad. From start to end.\nSinta - badly seasend.\nOctopus saled - overcooked Octopus tasted like shoe sole...\nThe bread sticks were nice, though.\nMains dishes - sea food tasted like it was frozen , broken / wotery saouse on the pasta , dry chicken, under cooked kabab...\n\nThe prices are not connected to the food quality/service level.\n\nThere was a cockroach at the restrooms.\n\nNice view to the sea.\nBottom line: there are very good restaurants in the area better eat at other place...and come here for coffe for sunset view"", 'This restaurant has an absolutely beautiful view of the TLV sea and that’s why I gave it 5 for atmosphere. We went for breakfast and they have a menu that is 115 NIS/ person for eggs of some kind and sharing dipping sauces and cheeses for the table (also includes hot and cold drinks) Overall a very nice place- definitely good for tourists wanting to eat with a view. My photos include the shakshuka meragez, and the eggs Benedict. Also a photo of the dipping tray.', 'Amaizing please, really good prices.\nVery tasty drinks and first meals, the zucchini balls with yogurt is so delicious.\nThe out view is amazing, on the beach with great music.\n\nAnd dessert ... WOW !!!!!\n\nWaiters so kindly.\nHigh recommend.\n\nMore then five stars...', ""One of my favorite places to visit for lunch in Tel Aviv.\n\nYou just can't beat the view from the outdoor deck, with food to match this place is a must do.\n\nYou can order a trio (or more) of your favorite salads and sauces that go wonderfully with the fresh bread.\n\nMy all time favorite dish is the seafood pasta. The noodles are homemade and as fresh as the seafood."", 'Arrived for Friday lunch, only myself (pregnant) with my 2 year old.\nThe restaurant was nearly empty.\nSat outside and at some point my 2 year old started crying, as toddlers often do. I was trying to calm her down softly and after 2-3 mins a lady named Rania (looked like a shift leader) approached me telling me it bothers other diners.\nFuming, as any parent would, I asked her if she wants me to leave. She showed no empathy or understanding and just repeated it bothers other diners (place nearly empty, no one complained) and suggested I try other methods of soothing my baby.\nThis is another level of pretence and rudeness. Assuming the lady herself does not like children or knows anything about parenting.\nMy baby stopped crying shortly after she left and another lovely young waitress approached us with an apologetic look and ice cream we haven\'t ordered in order to ""compensate for what happened"" - an initiative I\'m assuming did not come from her manager Rania as we received no further words from her nor a goodbye when leaving.\nFood was excellent. Staff - all lovely apart from Rania.\nWe live in London and never did we witness such rudeness from a service provider who in the U.K. would be fired for that.'], 'business_name': 'חצר גולדמן'}"
130,גוארדה בע''מ,"{'displayName': 'G. Beres Marketing LTD - ג\' ברס שיווק בע""מ', 'primaryType': 'MISSING', 'biz_reviews': ['Without a doubt, the best company in Israel with the upmost quality. Have been a customer with them for years and have never had an issue. Their customer service is very professional and reliable. I have never received a delayed order, and they always go out of their way to make sure my orders are ready by the day I need them. They have been in this line of business for decades, so they are very well experienced.', 'Great supplier and high value products, 100% answers all of my company needs. Big THANKS for the service for helping set up the cables properly.', 'Extraordinary service!! if you want a quality cabling products, customer service and logistics you should work with this company !', 'A fantastic company with great service. Really helped me with all my telecommunication needs', 'Great company and a very efficient human services\nDefinitely going to keep working with g.beres'], 'business_name': ""גוארדה בע''מ""}"
131,שופרסל שלי גבעתיים,"{'displayName': 'Shufersal Sheli', 'primaryType': 'supermarket', 'biz_reviews': [""Must be the worst managed supermarket in the country.. it seems like they read your mind and remove what you want from the shelves when you enter.\nI have the money and I actually want to spend it, but they just don't have the merchandise half the time.. sad."", ""Considering this is part of the biggest supermarket chain in the country, the offering is lesser (to the point of often not having eggs and toilet paper stocked) and prices are higher in comparison with neighbouring Sufersals (never mind the service in the meat and cheese counters). I would suggest skipping this one and going to the Shufersal in Borochov St instead (in the 'friendly' complex."", 'Always a mess. Expensive branch (shely). Only if I ran out of something small- I buy there, never big grocery shopping. They did improved a bit the entrance, so hopefully they will continue improving the entire store.', ""Best medium-sized supermarket in the area. Friendly staff, an awesome amount of self-checkout spots and comparatively low prices. Obviously can't compete (and doesn't try to) with the large supermarkets, such as Osher Ud and Yohananof."", ""Apart from the convenience of the location, there's nothing particularly appealing here.\n\nIt's always a mess, always crowded, and the service is slow. Please remember that they will not allow you in starting an hour before the published closing time. This is really not okay.""], 'business_name': 'שופרסל שלי גבעתיים'}"
132,פלורנטינה,"{'displayName': 'Florentina', 'primaryType': 'restaurant', 'biz_reviews': [""BEST RESTAURANT TEL AVIV\nThis is the best restaurant I have eaten in Israel. the service is perfect, special mention for Ezra who made us happy all evening , he has a sense of hospitality and it's a pleasure! I recommend it"", 'The staff are amazing! Very kind gave amazing recommendations. The food was all very tasty, service was great we waited less than 10 minutes for the food. Totally recommend!', 'A very nice kosher restaurant in the middle of florentine. The pizzas were excellent their portion sizes are very big and the prices were very reasonable. we were table of 6 and we took a few different dishes to share that fear was really nice and the service was excellent.', 'The place itself is very nice, clean, plenty of room between tables. Even the tables and plates were decorative. Service was prompt and friendly. Music was low-key, dance-electronic\nThe \'burnt eggplant ravioli\' was ""Wow"" good,  the pasta, filling and sauce going perfectly with the cheese and artichoke that came with it.  The halumi salad was so-so, a bit sweet and not well enough cooked to our taste. Plenty more on the menu, there\'s sure to be something you\'ll like. Prices are very reasonable. We loved it.', 'Very tasty place. Although our trip was short, we made sure to return a few times. Even the simple looking pasta was so flavorful!!'], 'business_name': 'פלורנטינה'}"
133,כלל ב.בריאות ה.ק,"{'displayName': 'Clal Insurance', 'primaryType': 'MISSING', 'biz_reviews': [""All I've been trying to do in the last five months is withdraw the compensation money, it's as if they're not interested in releasing it now after times I've waited on the phone for over 40 minutes, they answer me, I tell them the problem, they tell me a second, I'm going to find out, and after about two minutes, the call hangs up, one thing I I am sure that I am canceling all the insurances I have with you\nApart from that, your website and the app are also riddled with bugs"", ""The worst company ever, do not even think about it!!! I had an experience with them for my car insurance. Unfortunately, I had an accident, and that's when I knew how bad their service is!!!!! Their agents are not professional at all, they tell misleading information, they are not kind, just make the experience more awful. Additionally, there are literally scammers! They will find a way to take money from you for no reason!!\nI will tell everyone I know about my awful experience and I will make sure no one I know will ever deal with Clal."", 'This is the worst experience of buying travel insurance ever. You can’t buy it online, because there’s a bug on website. You can buy it by the phone in any language except Hebrew. Then they say that you can easily use the app, which doesn’t work and to use Max card, which also doesn’t work, to pay in any insurance situation. They work only couple of hours per week and still in an immigrant country no one there knows any language except Hebrew. Just a shitlole, not an insurance company, which supposed to help people.', 'The worst service in my life I have ever had. Very pushy. Manipulative.One customer assistant named Adi Ben Hamu was very rude to me. She insulted me and shouted at me when I claimed my rights to cancel the insurance. I almost had a heart attack while talking on the phone to these people. Awful.', 'Service is ok, didn’t have any problems with the company.'], 'business_name': 'כלל ב.בריאות ה.ק'}"
134,דלתא בני ברק עודפים-,"{'displayName': 'דלתא Delta d center', 'primaryType': 'clothing_store', 'biz_reviews': ['Nice branch, usually not very crowdy. Very kind and helpful staff, somehow there are always great discounts.\nAnd if you are not familiar with the brand - they have great quality 100% cotton underwear and pajamas.', 'For a heavy woman like me this delta, is exceptionally good. It’s got 1x 2xx 3xxx and sometimes 4 xxxx. P.j’s in those sizes are relaxing and very comfortable. Youngsters clothes, too, bras in all sizes, underwear. Here the staff isn’t as nice or assistance is non, but over in Ramat Gan, Merom center the staff is much better and nicer. No they don’t have large sizes.', 'The Bnei Brak branch at 17:50 is locked in a place that will be open until 21:00. without notice no phone To write in the branch, but they publish numbers. stunning! Only in Israel!', 'Anyone who is looking for comfortable shoes from Caterpillar and Hash Papis is likely to find what they are looking for, there is another very large selection of shoes of all kinds. We were surprised to find Hash Papis sneakers/walking shoes.\nThe staff is very kind and Zevlon, who has many years of experience, makes the purchase part of the fun.', 'A spacious branch, there are enough measuring cells. Pleasant sales. There are 2 branches that are closer to me, but I choose to go there specifically because of the service experience'], 'business_name': 'דלתא בני ברק עודפים-'}"
135,מזנון אבן גבירול,"{'displayName': 'Miznon', 'primaryType': 'restaurant', 'biz_reviews': ['This unassuming place is the original restaurant of a celebrated Israeli chef.\nOne has to order, pay and pickup the order and they have ""patio"" tables.\nIf you can, best to come before 6pm dinner rush.\nThe food is great!\nWe had the whole baby cauliflower which was truly ""melt in your mouth"".\nThe chicken liver dish comes as either in  pocket pita or a plate (which is aarger portion) and their vegan mushrooms ""shawsrma"" in a pita (with many whole good-size mushrooms).\nAll these dishes are highly recommended.\nThe above plus two bottles of soda cost only I.S.141 which is great value for such a quality meal in the expensive TA...', ""Amazing service. Best in tel aviv so far. Staff was so friendly. I had the mushroom pita and it was unreal. The mushrooms were so fresh and well cooked. I'm impressed."", 'Great Crash Kebab pita. A bit small. I felt there was more pita and toppings than meat. Good for a snack but not if you are super hungry.  Both my friend and I had to get other food.', 'The reason I give one is :\n1. Meat - there is barely meet in the pita , pits was wet and broken\n2. Service - we order 4 pita we got 2 after 20 min than another one than we got the last one which took all over 30 min , the place wasn’t busy\n\nFYI.  Made mistake on one of the order\n\nI will give the restaurant 5 starts in marketing\nI would except much more\n\nHope you will get better , see you next year', 'This place used to be incredible but has gone massively downhill. 1 pitta and waited 30 mins despite more than half tables empty. Pitta was also pretty average to bad.'], 'business_name': 'מזנון אבן גבירול'}"
136,סופרפארם ארלוזורוב 0,"{'displayName': 'סופר-פארם ארלוזורוב', 'primaryType': 'drugstore', 'biz_reviews': [""I came here to pick up a med and was told it was out of stock and that it won't be available for 3 months. The next day I went to Maccabi Pharm and got the med no problems.\nThe service was polite and friendly but not helpful."", ""Really helpful pharmacy staff. Speak great English, very quick to help find what you're looking for - went several times and never had a problem."", 'Good people at the pharmacy, great availability of products, the place is clean and easy to find what you are looking for.', ""A nice neighborhood branch of Israel's biggest pharmacy chain. Open till late."", 'Good location. Quite slow service, but very kind. Not the best variety of products.'], 'business_name': 'סופרפארם ארלוזורוב 0'}"
137,בוטיק  סנטרל גבעתיים,"{'displayName': 'Boutique Central', 'primaryType': 'bakery', 'biz_reviews': ['Nice cafe with great sweets, sandwiches, salads, freshly baked pastries and more. Very nice staff, seating area outside. Coffee is great as well', 'Great little bakery place. Has good selection of small and large cakes. The one I had (heart-shaped strawberry mascarpone cake) was delicious.', 'Terrible service, I love this chain of coffee houses, but not a cafe in Ramat Gan.', 'We ordered cakes and birthday greetings. Even though it was Friday at noon and certainly outside, they called to verify something related to the blessing, that is, they were careful down to the smallest details.\nThe cakes were excellent, delicious and made them very happy.', 'A delicious and fun cheesecake\nA variety of delicious indulgent pastries\nDelicious nut bread\nExcellent courteous pampering service'], 'business_name': 'בוטיק  סנטרל גבעתיים'}"
138,בית קפה ארלוזורוב בע,"{'displayName': 'Arty bakery', 'primaryType': 'cafe', 'biz_reviews': ['Very cute place. Pleasant, fresh and spacious. I liked the coffee and pastry (poppy seed) I chose. I liked the special morning atmosphere. Seems great place & id like to come back. Really curious.', ""Came for a a casual meeting with a good friend, the food and drink were good, you need to come to the counter to order yourself, it's possible to sit indoors or outdoors, a large amount of options to order from, very close to the savidor train station which is a bonus for people that come from out of town"", ""A new and amazing place to grab coffee, quick lunch and pastries!\nThe coffee there is amazing, done with care and using the best coffee beans.\nPastries are to die for!\nReally nice vibe and service, my favorite coffee shop in the neighborhood.\nProbably a bit too pricey tho, but for me it's worth it"", 'Nice pastry and good coffee and salads.', 'The ingredients are low quality, no information regarding any of the ingredients on closed boxes, no manufacturing or expiry dates.\nExample: bought a quiche but it had nuts and was not alerted about it.\nI bought a mini potato filled pastry it was more chicken soup powder than potato.'], 'business_name': 'בית קפה ארלוזורוב בע'}"
139,אי אם פי אם סניף החש,"{'displayName': 'AM:PM', 'primaryType': 'grocery_store', 'biz_reviews': [""AM:PM A supermarket chain store aiming at 25+++ and young professionals in the city, offering the 24-7 variety of groceries nearby at the price of paying %30-%50 above average.\nMany problems. Cashiers never nice, they'd start a new checkout with the next costumer before you had a chance to collect yours. It's super violent and I've encountered life threatening situation in some of their chain stores.\nOnline services are a joke. If you bought something bad there's no online refund with a photo like all modern supermarkets, no refund to your membership account.. they ACTUALLY tell you to go back and show it to the MANAGER because he had herb informed (who knows nothing about it and it's a joke)\nOverall too violent and very typical of the Israeli old mindset of give a lot and ask for not much. They do have it going on because no better alternatives in Tel Aviv. The Tel Aviv denizen would put up with A LOT and that's what AM:PM business model is allegedly based on.\nKeep away if you have an alternative."", 'Good selection, but some products like the ice cream popsicle packs are all mini with the price of the regular sized variety. You\'ll pay ""tlv tax"" for everything buying here but sometimes convenience trump\'s price. Most of the time it doesn\'t.', ""One of the better ones, it has a bigger selection than other am:pm's in the area. It is also open 24/7."", 'Big, clean and not cheap 🙂, like all thing in TLV 😉', 'All what you want or not. Nice opening hours and friendly personnel'], 'business_name': 'אי אם פי אם סניף החש'}"
140,"רד אביב בע""מ","{'displayName': 'אביב בעיר', 'primaryType': 'grocery_store', 'biz_reviews': [""Aviv Ba'eir minimarket is a small business that has been serving the Tel Aviv community for over 20 years. The store is located in a convenient location on Hashlom Street, and it is open seven days a week. Aviv Ba'eir minimarket offers a wide variety of fresh produce, meats, cheeses, and other groceries. The prices are reasonable, and the staff is friendly and helpful. I would definitely recommend Aviv Ba'eir minimarket to anyone looking for a convenient and affordable place to shop for groceries in Tel Aviv."", 'Cool', 'I knew he was lying here\nBut your level of piggishness is simply disgusting\nTotally excessive prices\n70 percent more expensive\nShame on you thieves', 'Great mini market, open 24/7\nThe owners of the place are really cute\nPrices are good\nAnd there is everything!', ""A fairly ordinary writer. Reasonable selection. But the employees with the repulsive attitude and the bad smell are the ones who caused such a humiliating rating to be given. I don't usually pay attention to such small things, but this crossed all limits. One of the employees yelled at me to buy food I didn't want because I was interested in the quality of the product. Of course I didn't buy in the end, but the traumatic experience is with me to this very day. In conclusion, a whore's place.""], 'business_name': 'רד אביב בע""מ'}"
141,PAYBOX,"{'displayName': 'PayBox - פייבוקס', 'primaryType': 'corporate_office', 'biz_reviews': [""They took all of my credit card and bank Details and then Blocked my account. I couldn't delete the account and couldn't reach the support for a few days."", 'UNSECURE APP!! If you love your money STAY AWAY.', ""I haven't been able to pay with Tap in any store for several days now! There is everything else in order, the device is new and in order. And you have no answers! The worst technical service, there is no solution and there is no prospect of a solution. My problem is the answers I get. It hurts me financially!! And if necessary, I will also refer this to a lawyer who deals with the issue. I'm not ready to accept answers of no prospect of a solution, I'm not interested!!!"", ""I have an amount of NIS 2100 in the application that they simply disappeared from me, it cannot be withdrawn and the company does not answer or call back. Inquiries I sent by email and messenger are closed and they are ignored. I'm turning to Guy Lerer and anyone who wants to join her as a representative is welcome. Under no circumstances work with them!!!! They have crazy and unacceptable behavior!!!"", ""Payments I made to the group to collect money for the end of the year disappeared even though the money was deducted from the balance and the credit card.\nThis isn't the first group I've paid for but it's the first time I've noticed.\nThey caused me great embarrassment and financial loss.\nThe customer service does not handle the problem for over two weeks even though I sent them all the details and screenshots.\nI suggest not to trust them with your money.""], 'business_name': 'PAYBOX'}"
142,קליית חממה,"{'displayName': 'קליית חממה', 'primaryType': 'food_store', 'biz_reviews': ['cool place great choices\nenjoy', 'The best spice shop in neighborhood of tlv’s Diamond district. Savory halva, nuts, sweets and palatable coffee makes your day. Great attentive staff with loads of good vibes is a cherry on the cake. Must visit.', 'Large offering if dried fruits, roasted and raw nuts and many other (imported and local) foods on over here (they even carry Valrhona chocolate, Turkish delight and other ""exotic"" stuff). In the dried fruit department you\'d find many varieties including all the familiar stuff but also more esoteric fruits such as dried watermelon and red/white mulberry. The prices are a bit high (aforementioned chocolate was 20ils/100gr). We came Friday around noon so there place was a little crowded.', 'Best place to find natural products, spices and those kind of things.\nSome things are expensive, but there is a big variety.\nBest black coffee I found yet.', 'Fresh clean and delicious!!\nVery high quality products and the service is amazing.\nHighly recommended.'], 'business_name': 'קליית חממה'}"
143,רולדין דיזנגוף,"{'displayName': 'Roladin', 'primaryType': 'bakery', 'biz_reviews': ['We were looking for a breakfast place that’s open early and this one was open. They have lot of options. We liked just the sweet ones and not the savory ones as mush. The fresh squeezed orange and the cafe latte was good. Service is good as well. There are just 2 tables(with 2 chairs) indoors.', 'Customer service could be better. The staff is quite rude. Wanted to get more stuff but I just walked out after getting a coffee.', 'The second best pastry chain in Israel. Beware of sugar overdose!', 'Terrible service. Willing to lose a customer spending 60 shekels on donuts because “here in Israel we don’t give a cup of water to go”. Absolutely rudest stuff which proves over and over again that good service in Israel just doesn’t exist and customers spending money mean nothing to business', ""The best Kosher cakes ever!  The cakes are very affordable. We bought the tiramisu cake. We were invited to a friend's house for dinner. I was looking for something good to bring. I was not disappointed with my decision.""], 'business_name': 'רולדין דיזנגוף'}"
144,פיצוי ייצוגית רשף,"{'displayName': 'שי רשף משרד עורכי דין Shai Reshef Law Offices', 'primaryType': 'consultant', 'biz_reviews': ['Hey everyone, I have to share with you an extraordinary experience.\nI came to Shai hurt by a client I worked with for 7 years and one clear day decided not to pay. I came to Shai with my story and he immediately set the wheels in motion in his head and gave me an amazing solution that left my client stunned and with no choice but to pay his debt to me.\nAzzzz... Gentlemen, there is no hesitation if you have a business dispute that he is the solution to, I am confident that he will give you the best service in the world... There is nothing to look for, you have found it.\nGood luck to everyone. I love you.', 'Attorney Shai Rashef simply saved me from limiting my account in just a few days, a huge credit to his experience and professionalism.\nHighly recommend and love.', 'I received representation at the highest level, with attention to the smallest details and a lot of care\nall due respect', 'I wanted to clarify that attorney Shai Rashef represented me in the case against Bank Discount.\nThe service I received was excellent service with a quick response to every request and request.\nThe service was very professional while paying attention to every comma.\nIn the end, we received a verdict in our favor, and this is largely thanks to the service and meticulousness of attorney Shai Reshef on each and every document and with a quick, professional and matter-of-fact response.\nThank you very much and good luck\nNahum Rahmin\nShuval Hanar Investment Company Ltd', 'Shai is definitely one of the lawyers not only the best in his field, there are quite a few such lawyers in our country... he is one and the only one of his kind... a lawyer of iron principles, an iron zip code, an iron word and an iron calendar. In short, I do not recommend him To my friends, because I want to keep it only for myself-:), you can be trusted not only as a lawyer at the moment of need but also as a lawyer - a friend all the way.'], 'business_name': 'פיצוי ייצוגית רשף'}"
