business_name,displayName,primaryType,review_1,review_2,review_3,review_4,review_5
פוד אפיל רמת גן,פוד אפיל food appeal - רמת גן,furniture_store,"A shocking experience!!!
Hodia, the ""responsible"" in the store, left behind a lovely child, but a child who was not allowed and knew almost nothing to do, which caused me and another half of the customers in the store to be stuck for over an hour and a half for a credit or product exchange.
When I called her she just hung up, rude.
People like Hodia (who put a bar on us) don't deserve customers!!
Not going back there even if they give out money for free!!
shame shame shame","shine I bought a few thousand shekels and among them a set in which every part is damaged. There is no one to talk to. They don't answer even though they promise.
And if they answer everything in a wretched and horrifying way and place the blame on the customer, then disappear.
Shocking, just consider where your money is invested and contact someone who will provide service if you buy defective products. Crooked pots that the lids do not cover. Rust and dents. Just stay away and go to a normal place that has quality and service","I bought a defective product, customer service does not exist. By the time they ""agreed"" that I would bring the product to the branch, it was closed. Opening hours 9:30. Taken at 10:15 I waited 10 minutes and left.
I came back after a week and they simply told me that the product is fine and I'm not using it correctly. I recommend staying away, they lost me as a customer who buys everything from them.","I do not recommend buying from them. I received a defective product and they have no customer service. They only refer to the bot, promise to return within 2 business days, in practice it doesn't happen.
I contacted a number of times, I tried every call option including phones to all the branches (which they also have nothing to do and just say to wait for them to get back to me).
In short, to avoid.",The seller is charming and patient. The problem is the strange goods: not a single (!) pot/pan is suitable for the dishwasher and the multi-handles get hot and cause burns. Not useful in the end.
פוקס הום גבעתיים,Fox,clothing_store,it doesn’t open in time(((,Expensive place and low variants of things to buy,Great place. Low prices,"Low quality clothes, overpriced",Nice store
פט בסט,פט בסט Pet Best,pet_store,"I had a wonderful experience at this pet store. The staff was professional, friendly, and incredibly helpful. They provided excellent service and made me feel very welcome. The warm and inviting atmosphere truly stood out.
Highly recommend!","I use the store from time to time. We own a Golden Retriever. I went in last week to purchase some dog snacks and a bone. I picked the snacks and asked for a recommendation regarding the bone. I was recommended a very expensive one 150 shekels. However our dog is like another child, spare no expense. Upon arriving home the dog loved the snacks but did not go for the bone, Goldens would eat anything… including dry wall. Tried to give it to a close family dog, she did not go for it, tried to give it to a friends dog again the same reaction. Feeling uncomfortable I came back to the store and explained, got no reaction from the owner I did not ask for money back but only a store credit, got brushed away. I guess they lost a customer I am sure they will survive. Pity because they could have earned a more loyal customer.","Great place to buy dog food.
I bought the hypoallergenic food from this business, they provide it in the best price available in the area.
Also providing free shipping (same day!).
Definitely recommend this place.",A wonderful store with a huge assortment of products for all pets. Very nice employees who love their job. Thank you for the wonderful service and gift for our cat!,"What a great service and great prices!
We found many things we have never seen anywhere else, and we do go through many many pet stores to find the special items we are looking for.

If you don't live too far, it is worth coming here! delivery is also an option, but you have to visit at least once!"
פיצה יואב פלורנטין,Pizza Yoav,meal_delivery,Who charges for extra sauce?,Finally in Florentine ♥️,Amazing pizza ♥️♥️♥️♥️♥️,"Regular customer, orders a lot through Walt. The last time I got such a disappointing pizza that I wrote to them in Walt about it but they didn't answer. The triangles were not cut all the way, all the cheese and toppings were on one side of the pizza, the tray dripped from the bottom... in short, horror. It seems that if they make a mistake they just ignore it and move on. There are good pizzerias to the extent that if there is a problem with the order, they take responsibility for it. Not really worth the money if they don't do it.","The pizza is usually very tasty
Some points for improvement
1. They served us the pizza cold after it had been heated
2. A third of beer was a third of foam
3. There were no napkins and no paper in the bathroom
4. Disgusting experience"
פיצוי ייצוגית רשף,שי רשף משרד עורכי דין Shai Reshef Law Offices,consultant,"Hey everyone, I have to share with you an extraordinary experience.
I came to Shai hurt by a client I worked with for 7 years and one clear day decided not to pay. I came to Shai with my story and he immediately set the wheels in motion in his head and gave me an amazing solution that left my client stunned and with no choice but to pay his debt to me.
Azzzz... Gentlemen, there is no hesitation if you have a business dispute that he is the solution to, I am confident that he will give you the best service in the world... There is nothing to look for, you have found it.
Good luck to everyone. I love you.","Attorney Shai Rashef simply saved me from limiting my account in just a few days, a huge credit to his experience and professionalism.
Highly recommend and love.","I received representation at the highest level, with attention to the smallest details and a lot of care
all due respect","I wanted to clarify that attorney Shai Rashef represented me in the case against Bank Discount.
The service I received was excellent service with a quick response to every request and request.
The service was very professional while paying attention to every comma.
In the end, we received a verdict in our favor, and this is largely thanks to the service and meticulousness of attorney Shai Reshef on each and every document and with a quick, professional and matter-of-fact response.
Thank you very much and good luck
Nahum Rahmin
Shuval Hanar Investment Company Ltd","Shai is definitely one of the lawyers not only the best in his field, there are quite a few such lawyers in our country... he is one and the only one of his kind... a lawyer of iron principles, an iron zip code, an iron word and an iron calendar. In short, I do not recommend him To my friends, because I want to keep it only for myself-:), you can be trusted not only as a lawyer at the moment of need but also as a lawyer - a friend all the way."
פלורנטינה,Florentina,restaurant,"BEST RESTAURANT TEL AVIV
This is the best restaurant I have eaten in Israel. the service is perfect, special mention for Ezra who made us happy all evening , he has a sense of hospitality and it's a pleasure! I recommend it","The staff are amazing! Very kind gave amazing recommendations. The food was all very tasty, service was great we waited less than 10 minutes for the food. Totally recommend!",A very nice kosher restaurant in the middle of florentine. The pizzas were excellent their portion sizes are very big and the prices were very reasonable. we were table of 6 and we took a few different dishes to share that fear was really nice and the service was excellent.,"The place itself is very nice, clean, plenty of room between tables. Even the tables and plates were decorative. Service was prompt and friendly. Music was low-key, dance-electronic
The 'burnt eggplant ravioli' was ""Wow"" good,  the pasta, filling and sauce going perfectly with the cheese and artichoke that came with it.  The halumi salad was so-so, a bit sweet and not well enough cooked to our taste. Plenty more on the menu, there's sure to be something you'll like. Prices are very reasonable. We loved it.","Very tasty place. Although our trip was short, we made sure to return a few times. Even the simple looking pasta was so flavorful!!"
פנדה,פנדה- כל מה שחיות צריכות,store,"I got some items for my cat before a flight.
Prior to making the purchase, I gave them a call to ask specifically about the availability of one of the items I was interested in.
I made an error and left that item out from my order, but the guy at the shop was kind enough to notice and call me in order to fix it.
The delivery was made on the same day, just a couple of hours after the order was placed.
I have no choice but to highly recommend this place, they care and it really shows. Thank you!","Helpful staff, will go out of their way to help you and order especially what you need, no questions asked","One of the best stores in the area.
The owner is patient and always giving good suggestions regarding toys and food.","many special diet food for dogs and cats, pleasant service",Friendly staff
פסגות הקרח- פארק פרס,Ice Peaks - Heichal Hakerach,ice_skating_rink,"We had really fun!
It was a public holiday and a very busy day,but .......
The staff was great and very nice.
P.s.: If it's your or your kid's first time, pay for an orange seal before you are going to the ice.  It's not cheap but worth it!","The facility is nice and comfortable, for both skaters of their companions. Located on main road, it is easily accessible, with plenty of parking lots. One entry is 45 minutes and there are both experienced skaters and beginners so you can learn easily from somebody. With nice staff and plenty of place, this is a well recommended spot to spend time with kids. Don't forget to bring worm jackets! It is very cold inside.","Was fun, the facility was very nice and comfortable. There are pro skaters so you may have a chance to learn the basics if you are truly a beginner, or some assistance to improve your performance. Recommend for everyone.","The place is pretty much organized and a good value for the money. However, the ring itself isn't flat and you can feel bumps as you skate. The ticket allows you a 45 minutes of skating with the option to exit and enter the ring during that period. The minimum age is 5 years and it is possible to have kids between ages 3-5 ander adults supervision. There is a pizza place in the arena. The prices are above the average and the customer service is awful and rude. On the arena, there is a photographer that takes your pictures and you can buy a magnet with the photo on it. Don't bother because the pictures are useless.
The place is usually not very crowded. Sundays are reserved for groups.",Ice is beautiful.  Friendly staff.  Open during lockdown but now requires special voucher from hotels until things open up.
פרימדונה,פרימדונה-סופר טרי וזול,supermarket,"The butcher here tried to scam us.

I gave a family member a list of stuff to buy.
The butcher tried to give us the wrong things and basically the priciest things he could find. When it felt off because of the absurd price, he said to trust him and he knows exactly the things that are on the list.

He tried to give us a prime steak that costs 3 times what I was actually looking for.

In addition he sold us bone marrow instead of another thing we where looking for. That costs us 6 times more than the actual product!

This is the most disgusting thing I have ever encountered in a supermarket, and I genuinely hope he will be fired for his behavior.",Good place,Regular shop but with best fruits in the area,Best supermarket around. Excellent fruits and vegetables. Good prices.,Super market good for quality vegetables and daily products
צ'אצוס קפה,Chacho's Cafe Geula,cafe,"I’ve been passionate about specialty coffee for years, including hands-on experience with world-class barista champion finalists in Canada.

My son recommended Tel Aviv Chacho’s, and I’m so glad he did.

The cortado with plant-based milk was crafted to absolute perfection—I can’t imagine it being any better. The attention to quality and detail was exceptional.

This place deserves all the stars and the highest praise. Highly recommended for anyone who truly appreciates quality coffee!","This coffee shop is a hidden gem! Along with their yummy sweets and delicious coffee, they also offer free water which is a bonus. The great vibe and outdoor seating area make it a perfect spot to relax and catch up with friends or get some work done. The lovely staff adds to the welcoming atmosphere and makes every visit a pleasure. Overall, I highly recommend this coffee shop to anyone in the area.","Great little place that I love from my heart 🖤Sweet people with nicest attitude! even in the busiest hours - will help you with the smile, cool music, small sitting area outside and also inside (AC) quality coffee and matcha of ceremonial grade (mix and matcha). You can buy quality coffee beans 🫘 from them too. Best of luck and see you again for sure 🙌🏼✨ kids/dogs/vegan 🌱 and laptop 💻 friendly","I recently visited Chacho’s Cafe and I'm so glad I did! The coffee was great, and the prices were very reasonable. The atmosphere was cozy and had a great vibe. The cake was also really tasty! I would definitely recommend it to anyone looking for a great coffee experience!!","The coffee is excellent, and the vegan and non vegan pastries very great. Take under advisement that the indoor sitting options are quite limited, so for extra hot day it could be a bit problematic."
צ'ובו-צמרת,Chubu - צ'ובו,store,"I'm not a professional painter at all, I'm just into crafting and experimenting. I feel like at this organized store with it's 2 floors, you can find a great selection of brushes, paint, canvases, pens, pencils, sketchbooks, etc. as a beginner and as a big artist too. The staff was friendly, helpful and the prices are great. I ran in for some sketching and watercoloring equipments and left satisfied. 🤗",Everything you need to create beautiful art! Recommended!!!!,A craft store that has everything and anything you can dream of. The equipment is of the highest quality and at the highest level. Ofek is the owner of the store who is always there to advise and gives amazing service. Strongly recommends.,"As someone who paints and sculpts, I came to the store and they had the best quality products at great prices... I really recommend!",A stunning store that has everything! Lovely people who will help you find everything you are looking for
קומי (משרד כרטיסים),Comedy Bar,comedy_club,"Get ready for 3 hours of fun (Saturday evening, and only in Hebrew), with many funny people.",We had a great time in the comedy bar. There was enough room to sit and the comedians were pretty good (except for the only female comedian who was horrible). Beer cost 25₪ which I guess is an average rate in these kind of places.,"Very nice place that brings a few comedians for short shows, starting with newbies and closing the evening with well known ones. Seats are around small tables, like a bar, with  a self service cafeteria for snacks and beverages (overpriced, of course) . I had a great time, laughed my guts out.","Cousy place. Comfort. All sits close to the stage. But the bar is to short on food. Only popcorn , pizza and soft drinks. Some small plate is must for this place.","The comedy was great!
The seating a bit too dense."
קליית חממה,קליית חממה,food_store,"cool place great choices
enjoy","The best spice shop in neighborhood of tlv’s Diamond district. Savory halva, nuts, sweets and palatable coffee makes your day. Great attentive staff with loads of good vibes is a cherry on the cake. Must visit.","Large offering if dried fruits, roasted and raw nuts and many other (imported and local) foods on over here (they even carry Valrhona chocolate, Turkish delight and other ""exotic"" stuff). In the dried fruit department you'd find many varieties including all the familiar stuff but also more esoteric fruits such as dried watermelon and red/white mulberry. The prices are a bit high (aforementioned chocolate was 20ils/100gr). We came Friday around noon so there place was a little crowded.","Best place to find natural products, spices and those kind of things.
Some things are expensive, but there is a big variety.
Best black coffee I found yet.","Fresh clean and delicious!!
Very high quality products and the service is amazing.
Highly recommended."
קפה הרואה,קפה הראה רמת גן,cafe,"The food are ok but the prices are super expensive and the service is annoying, you have to wait a lot of time for the food and the order. There is a lot of fly's around the tables.","I have been there a few times, as a resident of Ramat Gan. The only possible reason for you to choose to eat here is if all other options are unavailable. The staff can be nice, but the menu, price, it’s not worth your investment. I gave a few honest tries to this place as I lived nearby, but all the bad things hold water. 1/5.",Great Super Salmon Salad. Fresh ingredients. Ordered via Wolt.,Expensive food and bad atmosphere. The waiters never see you and you wait forever. I'm never eating there again,Very nice.
קפה עלמה,קפה עלמה נוה צדק Café Alma neve Tzedek Tel Aviv,restaurant,"It was our first time in Alma cafe, and it was a bit disappointing. We ordered vegan breakfast for too which included lots of things in it and looked super promising. Food was okay, coffee was way below average 😔 they brought us orange juice 🧃 that was not a fresh juice as was said in menu, but waiter was nice enough to change it for carrot as that’s the only juice they squeeze freshly in here (would be nice if he would say it in advance). At the end it was written in Hebrew description of breakfast “konfitoriat tut”, that was missing in English version of menu, when we asked for it we got bread and Nutella..in vegan breakfast.. I mean, not a big deal but small things like that make big difference in an overall impression from a place
Atmosphere was rather cold and music on a second floor sounds just like a noise coz of a speaker, maybe it’s nicer to sit outside but not on a hot summer day like now.","Nice and polite waitress.
Very rude and unprofessional manager.
Rude treatment to costumers anf very aggressive to the waitresses in front of the costumers.
We will not come back, the manager has a long way to be professional and learn what is warm hospitality to clients.
One more thing, it is minimum requirement to have a fresh salad in breakfast and not 3 hours old","I had the most lovely meal here! As an American visiting with my Israeli friend, the staff was super kind and helpful in helping me identify vegan options and the food was SOOO yummy! One of my favorite meals I’ve had in Tel Aviv. The manager even said hi to me at the end and made sure everything was good. Highly recommend this restaurant for a truly authentic “Israeli” experience, start to finish!","Go for the Shakshuka and stay for the warm cookie with ice cream.
Our daughter had the avo toast and then ordered a second.  She said it was the best she has ever had.
The service was great, the place is charming but the brunch is AMAZING.
It made me want to live in the neighborhood so this could be our place for Sunday brunch.",Nice breakfast and a cosy place to sit outside. We visit the cafe twice in our short vocation and had the breakfast for two for 145 shekel. It includes coffee and juice which is a good deal. The other day we had shakshuka which was also delicious.
קרייזי ליין-ק.גבעתיי,Crazy Line,clothing_store,Good store for mid age women. Reasonable prices.,A store that is always fun to visit. The store manager is amazing in her attitude and service.,Terrible service at the Givatayim branch when returning a knit with a color defect),Excellent service. The facts are very good. It's fun to enter them,"Excellent service, wonderful attitude, courtesy, fun to buy"
ראלי וויס-מפעל הפיס,ראלי וייס - משווק פיס גוש דן,MISSING,"Excellent service, professional and available",MISSING,MISSING,MISSING,MISSING
"רד אביב בע""מ",אביב בעיר,grocery_store,"Aviv Ba'eir minimarket is a small business that has been serving the Tel Aviv community for over 20 years. The store is located in a convenient location on Hashlom Street, and it is open seven days a week. Aviv Ba'eir minimarket offers a wide variety of fresh produce, meats, cheeses, and other groceries. The prices are reasonable, and the staff is friendly and helpful. I would definitely recommend Aviv Ba'eir minimarket to anyone looking for a convenient and affordable place to shop for groceries in Tel Aviv.",Cool,"I knew he was lying here
But your level of piggishness is simply disgusting
Totally excessive prices
70 percent more expensive
Shame on you thieves","Great mini market, open 24/7
The owners of the place are really cute
Prices are good
And there is everything!","A fairly ordinary writer. Reasonable selection. But the employees with the repulsive attitude and the bad smell are the ones who caused such a humiliating rating to be given. I don't usually pay attention to such small things, but this crossed all limits. One of the employees yelled at me to buy food I didn't want because I was interested in the quality of the product. Of course I didn't buy in the end, but the traumatic experience is with me to this very day. In conclusion, a whore's place."
רולדין דיזנגוף,Roladin,bakery,We were looking for a breakfast place that’s open early and this one was open. They have lot of options. We liked just the sweet ones and not the savory ones as mush. The fresh squeezed orange and the cafe latte was good. Service is good as well. There are just 2 tables(with 2 chairs) indoors.,Customer service could be better. The staff is quite rude. Wanted to get more stuff but I just walked out after getting a coffee.,The second best pastry chain in Israel. Beware of sugar overdose!,Terrible service. Willing to lose a customer spending 60 shekels on donuts because “here in Israel we don’t give a cup of water to go”. Absolutely rudest stuff which proves over and over again that good service in Israel just doesn’t exist and customers spending money mean nothing to business,The best Kosher cakes ever!  The cakes are very affordable. We bought the tiramisu cake. We were invited to a friend's house for dinner. I was looking for something good to bring. I was not disappointed with my decision.
"ש. ברלינר בע""מ","ש. ברלינר בע""מ - פתרונות הצללה",wholesaler,"Quite helpful, prices are okay.","Kind service, affordable prices and there is a very large selection of tarps and covers according to size and tailor-made","Thank you very much for the parasols!😇
This year we had a Sukkot holiday like never before! Really fun, warm, homey, cozy and inviting.
The parasols were of good quality, beautiful and accurate. Everything exactly according to the measurements I sent. The door had an excellent and strong zipper, windows with mesh, strong rings for tying and more.
The price was also great!
Thank you very much!☺
I will continue to recommend you to friends.",Very happy with the shade net I have in the garden thanks to Tzachi Hatach! Thank you very much,"Thank you very much for a courteous, professional service at a fair price! Cannons!"
שופרסל שלי גבעתיים,Shufersal Sheli,supermarket,"Must be the worst managed supermarket in the country.. it seems like they read your mind and remove what you want from the shelves when you enter.
I have the money and I actually want to spend it, but they just don't have the merchandise half the time.. sad.","Considering this is part of the biggest supermarket chain in the country, the offering is lesser (to the point of often not having eggs and toilet paper stocked) and prices are higher in comparison with neighbouring Sufersals (never mind the service in the meat and cheese counters). I would suggest skipping this one and going to the Shufersal in Borochov St instead (in the 'friendly' complex.","Always a mess. Expensive branch (shely). Only if I ran out of something small- I buy there, never big grocery shopping. They did improved a bit the entrance, so hopefully they will continue improving the entire store.","Best medium-sized supermarket in the area. Friendly staff, an awesome amount of self-checkout spots and comparatively low prices. Obviously can't compete (and doesn't try to) with the large supermarkets, such as Osher Ud and Yohananof.","Apart from the convenience of the location, there's nothing particularly appealing here.

It's always a mess, always crowded, and the service is slow. Please remember that they will not allow you in starting an hour before the published closing time. This is really not okay."
שפע פירות וירקות,שפע פירות וירקות- מוטי שפע,food_store,"Great store, friendly treatment. Usually fresh produce, prices vary and are sometimes high; as all do among this street, but the freshness makes it worth checking out.","The shop with most variety for least money on the street.
Also have honey, eggs, olive oil etc.",Try it on Friday morning close to midday. That's the happy hour!,"A lot of good things, but not cheap",All great
תמרה יוגורט,Tamara,dessert_shop,"Excellent service with a warm and generous touch! The açaí bowls are absolutely fantastic, packed with flavor and freshness. The only area for improvement is the outdoor seating; a bit more attention to table cleanliness would make the experience even better. Highly recommend!","This place is a fantastic yogurt shop and juice bar! 🧃 Tamara offers an endless selection of freshly squeezed drinks 🥤 and made-to-order yogurt bowls with amazing topping (chocolate 🍫, nuts 🌰, fruit 🍓, and so much more)! Staff 👨‍🍳 is friendly and service is relatively quick! I wish I came here more often!","Tamara is a great place when you want something sweet and fresh.

You can choose your ice-cream or yogurt and then top it off with lot's of goodies from the big selection on display. There's also a big selection of locally made, fruit-based popsicles and other fruit-based deserts.","The best frozen yogurt in the city!!
Probably all over the county.
Always fresh toppings, smiley and quick service, sauces’ diversity. Definitely my favorite one, in spite of varieties around","One of the best places to eat healthy and tasty.
Frozen yogurt, tapioca cream, ice cream, fruit salad are some of the options, normally made with low sugar, low fat and still tasty.
For frozen yogurt you can choose all the toppings they have, so it depends on you to keep it low sugar, cause they serve also some chocolate, jams and other high sugar as topping."
דלק מנטה מחלף זיכרון,Delek Zikhron Ya'akov Interchange,gas_station,"This is kind of resting stop for driver and passenger who travel from tel Aviv to qiryat shmona by bus and for others too. Rest room is available inside the shop. Little costly price fixed for water bottles, cookies etc.","Nce place to refill your gas and pick a few essentials.

There's a good McDonald's outlet on the premises with great options. The toilets are good too.

It's an unusually large gas outlet. The view of the hills from the gas outlet should not be missed. The road by the outlet is not a very busy one i.e. you may not encounter heavy traffic on it. But vehicles ply on it at high speeds.

Best of luck.","Gas station in a very centered place , just before you get on the high way , usually crowded, especially in the morning, you can stop to a quick shop in their grocery store or get something to eat in Mc'donalds",One of the Best Falafel in Israel (and in the world) is just next to this gas station - amazing tastes and owner/seller  persinality,the self service fuel pump fails to read the credit card. the onscreen instructions are unhelpful and no printed instructions are posted
זיו שוורצמן,משק שוורצמן,food_store,"Great selection of quality vegetables, fruits, grains, non-wheat flours, chocolate, olive oils. A few kinds of nuts are available, including macadamia, but the best are the local pecans. Occasionally items which are not local, like Thai coconuts. The asparagus is not organic and is labeled so. There's a refrigerated section, which I don't shop, but I think they sell cheeses. Some of the staff are hipsters, but all are friendly, and the boss is always friendly.","Produce is top notch, good selection of other organic products. The bread is highly recommended. Personnel are always happy! Don't mind the fruit flies,  they are happy too 😉 the only bad thing about this place is that they don't deliver anymore 😒","I am a customer for quite some time.
I can say that it is a pleasure to be a customer of Ziv and his team, or more likely his family.
The service is top, the atmosphere is a charm, the goods are of quality.
Most recommended","If you care about what you eat, this is the place 4 u, organic, self grown products with the nicest stuff you can find",Very soulful place!!
ירוק עד- מרכולית בית,משתלות ירוק עד,store,"Worst service ever: people there are rude and take a pleasure in ignoring you. I can’t speak to the quality of their products, since their lack of customer service prevented me from finding what I needed. The one star is because Google doesn’t let you give zero.",Probably the best place I have been to to buy plants,Really nice and attentive staff members. Well worth the visit.,Price are good even in the day before the holiday,"Pleasant and friendly staff, Rafi helped me patiently and professionally, prices written in advance for a large part of the selection, which in my eyes is the most important."
מלון בית אורן,"Selina Mantur Beit Oren סלינה מנתור, בית אורן",hotel,"Overall, the place is highly overrated. While the premises are pleasant and tranquil, with a magnificent view, ample seating areas, and a welcoming atmosphere, the accommodations are rudimentary. Despite the agreement stating otherwise, there was no refrigerator, the air conditioning was inadequate (unable to be turned off and emitting foul-smelling air), and the cleanliness was substandard. The breakfast is very basic, and the on-site bar and restaurant are overpriced. For more than 1,000 NIS per night on weekends, I expected much more, even in Israel","Looking for this place on google maps after our stay, I was shocked to find out that it has 4.3 stars.
We stayed there for 2 nights with 2 kids, (3 and 1.4 YO) over the weekend, we booked 1 room with breakfasts.

I'll start from the price - super expensive for what you get. For that price you can get a 5 star luxury hotel in prime locations in Israel (and this is definitely not a prime location).

Regarding the rooms - poor maintenance, we did not pull up the sheets, but the beds themself that were made of fabric, probably got wet at some point because there were disgusting brown signs of some liquid on them.
Shower was basic.
Also, there are no keys to the rooms. There is a numbers pad that is working on batteries I guess.. sometime it took a few attempts until it worked. Seems like batteries were low or something like that.

Breakfast - very basic, not tasty, dirty dishes.

Also, the overall maintenance of the place is not good.. chairs are peeling off, mattresses and couches that lay outside are not clean.

The only reason I gave it 2 stars and not 1 is because of the nice views you get by staying at this place.

Putting it all together, for 903 ILS per night!!!, I wont recommend this place for anyone.
Sorry I had to write such a bad review but that's the truth, I hope it'll help them improve.","We reserved a family suite for two nights at the total cost of $1,400 (about 4,400 shekels). The room description included a minibar, kitchenette, and coffee, as well as a jacuzzi. When we arrived, there was a mini-fridge and a coffee maker, no other kitchen-like items. The jacuzzi was not working, and only after inquiring twice, we were told that ""it was a known problem"" (it seems none of the Jacuzzis work on this property). This was a disappointment to us, considering the price point of this room ($700/night!!) Additionally, the shower was not enclosed, so we needed to use a mop every time we showered to avoid water leaking into the room. Likewise, breakfast was not served on time because staff didn't show up.

At the end of our stay and following several conversations with the management, Beit Oren offered us 25% towards our next stay, which was a stay we had booked following this stay at another Selina location. The manager assured us that she had entered the price adjustment into the system, but when we got to the other location, they were not aware of the discount.

When we tried to address this issue, Beit Oren was unresponsive at first. Only after numerous calls and texts, we were able to finally get a hold of them, we were told that general manager decided to renege on the promise to provide us with 25% off at our next booked location, stating  we could have a 25% voucher for ""future stays"", meaning only if we booked another stay with Selina within 12 months.

In light of our experience, we do not plan to book future stays with Selina and would recommend that others avoid Selina properties.","We arrived for one night. The setting is beautiful, up on the Carmel mountain, with views to the mediterranean and beautiful sunset. The communal areas are chic and the gardens well tended and inviting. I loved that they're pet friendly and our dog had a bed and bowels ready for him.
BUT - this is hardly a hotel. The rooms are very basic, beds not so comfortable, very old fashioned decor and more of a youth hostel level. We arrived Friday afternoon and were very hungry but there was nothing to eat at the bar (""open 8am-10pm""), they were out of decaff coffee (still out at breakfast) and we had to wait hungry for almost 3 hours for the retaurant kitchen to open- this at a location with no other way to get something to eat but drive for at least 20 minutes.
Breakfast was nice but not a huge variety. As this was priced at about 450$ per room- I think they have a lot to improve to justify that price","Pastorally and absolutely beautiful!
Great atmosphere, and location.
Rooms were less than expected, I took one of the suites, and have seen nicer showers in prison than the one in my room.
Gracefully complaining to the front desk resulted in them offering me a mop."
"ממפיס פ""ת",ממפיס Memphis,hamburger_restaurant,"A surprisingly good hamburger! I asked for medium and received a perfectly medium hamburger! This is quite an achievement in some places :)
The hamburger bun wasn't soggy at all and was fresh and tyasty without overwhelming the hamburger.
This is a place for hamburger purists, no special fancy crazy additions to the hamburger, just the basic toppings to choose from.
The fries were also a surprising MVP. Definitely freshly fried, crispy on the outside and tender on the inside.

Will definitely be coming back again (and again)!","Food is good, service not as much.

I really enjoy having my lunch gateways at Memphis, but unfortunately the service (cooking and order management) is bad. You can easily wait 20-30 minutes for your meal, whatever it will be.
Only if you stand at the counter with impatient face and waving hands then something starts to move…

Hope it will get better in the future!","Fantastic food, amazing service great place!! You should come","Solid burger but I've had better. But better is not kosher and I guess that's why because in my opinion the non kosher meat is better. However this was still a good burger, but not great like you can get at other places in Tel Aviv. It makes me glad I am not kosher haha","I was sitting with friends on Thursday (very busy) and the owner of the place approached me specifically 3 times with all kinds of questions that took me out of my peace!  I almost walked out on him in front of everyone.  He touched my plate and wanted to address me saying ""Are you finished?""  While I eat from it!  We sat down a group of girls, and he wanted to seat more customers. He wanted to kick us out for them.  A no-wow experience at all, the food barely passed through the throat.  My experience is that we got food and we couldn't sit there at our leisure and talk!  And the prices are high anyway, so why don't we sit in our own circle?!  Why does he need to enter our conversations and plate?  Such audacity!!!"
מסעדת דוניה רוסה עין,דוניה רוסה - Doña Rosa,restaurant,"Great meat restaurant. Fillet and entrecote were awesome. Good service and atmosphere. Parking near restaurants is not always available, and we park on visitor parking 5 min walk .","Not only the meat is important... expensive,not so tasty,severe choices,terrible acoustics,needs urgent renovation even when trying to give an ambient of old/country/artistic place,bad cleaning and maintenance including toilets,in and out seats in balcony,handicap and children friendly,good service,not kosher,reservation preferable specially on weekends,enough parking,before meal enjoy around the settlement.I don't think will visit again,it was disappointed after visiting few times in the past and giving an extra chance to improve.","The food was really good, but the portions were a little bit small, after spending a lot of money we expected to finish the lunch more full. I wanted to give the restaurant 4 stars but after hearing that giving them 5 stars will get us some kind of treat, I felt that it is only fair to take 1 star down.",Excellent Argentinian steakhouse. Food is served in a very attractive plating. Meat is superb. Side dishes are excellent. Service ids friendly and helpful though a little slow. Highly recommended,"WOW
We’ve arrived for lunch after taking a tour of the lovely artist village in Which the restaurant is located.
The food was superb with mouth watering slices of meat that are hard to find in Israel.
Service is excellent and the restaurant itself gives the impression of an Argentinian farm (in the best way possible:-))"
רשות הטבע והגנים חי,Hai-Bar Nature Reserve,park,"You can almost touch the vultures.
Being back from Gamla Nature Reserve, I had visited the week before, and being still disappointed by the missing vultures (none left, a pity), I couldn't be more surprised to find vultures so close to me in this park.
I do recommend visiting this place as they are free to fly wherever they want, they are not in a cage.
The other animals that are here are just waiting to be released free when they'll be able to survive.
This place is a must!
And as with most of the Natural reserves and National parks, it would be wise to reserve your tickets in advance on their site.","Very nice. Not a lot to walk. If arrive early plenty of parking even in the shade. You can see wild goats and sheep, dear and all those types of horned animals. The view is fascinating, located near the haifa university. Very cosy. The highlight is the griffon vultures. Some are in cages, but if you are lucky you can see them flying above. Recommended for everyone, including families with little children.",A good place to spend your weekend. A short walk around the reserve. Half a day is sufficient to complete the visit  . Cost of the entry ticket is 22 nis. There was a  short movie explaining the background of hai bar reserve.There are deers and vultures. Kids will enjoy the place.,Very nice and peaceful place.  Animals and birds.  Quite nature.  Compatible with kids. Parking nearby.  Restroom.,"Great place to visit and see different animal goats / vultures / eagle
The entrance costs 22 ₪ and you can walk and enjoy the landscape as well
Highly recommended"
ג'וליה בייקרי,Juliya Bakery and Coffee,bakery,Good coffee and pastry,"A new and excellent bakery!
Everything is fresh, fresh, a wide variety of delicious and well-made pastries, it's worth going in and taking a look","I went in by chance and bought the best sourdough baguette I've ever eaten, amazing dairy coursones and kind treatment.
Highly recommend an amazing place!",Excellent!! A sea of ​​completely vegan sweet breakfast pastries (purve mehadrin and with a vegan egg substitute) and the most delicious!! The best and tastiest place I've found so far. By chance you found out this morning and I will definitely come back again!! Yummy!! Cheers!! :-) 3>,Nice and tasty
